licencia_id,nombre_registro,categoria,habitaciones,plazas,origen_coordenada,metodo_cruce,similitud,distancia_m,nombre_raspado,precio,moneda,estrellas_raspadas,puntuacion,fichero_origen,ficha_compartida,dudoso
HB-004121,Banys Orientals,3 estrelles,43,82,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004122,MOTHERN BYPILLOW,3 estrelles,64,87,registro,nombre_cerca,0.44,19.0,BYPILLOW Mothern | Hotel en Plaza Cataluña,152.04,EUR,3.0,3.9,google_hotels_2026-09-29_eur.csv,False,False
HB-004126,Girona,No aplica,10,15,geocodificada,coordenada,0.63,6.0,Hostal Girona,170.47,EUR,2.0,4.4,google_hotels_2026-09-29_eur.csv,True,True
HB-004128,STANDBYME RAMBLAS,No aplica,18,31,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004130,Neri,5 estrelles,22,44,registro,nombre_cerca,0.33,12.0,Hotel Neri Relais & Chateaux‎,476.88,EUR,5.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004138,Constanza,2 estrelles,46,87,registro,coordenada,1.0,12.0,Hotel Constanza,159.74,EUR,2.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004144,Hostal Poble Nou,No aplica,6,11,geocodificada,coordenada,0.97,1.0,Hostal Poblenou,,EUR,4.0,4.8,google_hotels_2026-09-29_eur.csv,False,False
HB-004145,ILUNION LES CORTS SPA,4 estrelles,213,392,registro,coordenada,1.0,16.0,Hotel ILUNION Les Corts Spa,258.25,EUR,4.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-004147,Duquesa de Cardona,4 estrelles superior,64,128,registro,coordenada,0.6,13.0,Duquesa de Cardona Hotel 4 Sup by Grup Duquessa,267.53,EUR,4.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004149,Front Maritim,4 estrelles,177,235,registro,coordenada,1.0,45.0,Hotel Front Maritim Barcelona,648.28,EUR,4.0,3.8,google_hotels_2026-09-29_eur.csv,False,False
HB-004150,HOSTAL SOFIA2,No aplica,5,6,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004151,H10 Itaca,4 estrelles,97,146,registro,coordenada,1.0,15.0,H10 Itaca,,EUR,4.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004152,HOSTAL CENTRO,No aplica,4,8,geocodificada,nombre,0.89,,Hostal Central Barcelona,225.5,,,8.5,booking_unificados_2026-09-29.csv,True,True
HB-004153,America,4 estrelles,59,78,registro,coordenada,1.0,5.0,Hotel América Barcelona,183.42,EUR,4.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004155,Eurostars Grand Marina Hotel,Gran luxe,288,576,registro,nombre_exacto,1.0,,Eurostars Grand Marina,335.51,EUR,5.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004157,Mil.lenni,4 estrelles,45,82,registro,coordenada,0.75,15.0,Hotel Garbí Mil·lenni,134.09,EUR,4.0,3.9,google_hotels_2026-09-29_eur.csv,False,False
HB-004159,Ibis Meridiana,2 estrelles,143,282,registro,coordenada,1.0,10.0,Hotel ibis Barcelona Meridiana,99.1,EUR,2.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004160,Serhs Carlit,3 estrelles,38,71,registro,coordenada,0.73,9.0,SERHS Carlit Boutique Hotel,181.81,EUR,3.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-004161,Hotel Catalonia Barcelona Beach (ab Hotel Hesperia del Mar),4 estrelles,84,150,registro,coordenada,0.65,17.0,Hotel Catalonia Barcelona Beach,,EUR,4.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-004162,Onix Rambla,3 estrelles,40,80,registro,coordenada,1.0,3.0,Hotel Onix Rambla,166.14,EUR,3.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004164,H10 Racó del Pi,3 estrelles,37,63,registro,coordenada,0.71,2.0,H10 Racó del Pi Boutique Hotel,,EUR,3.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004171,Betrés,No aplica,9,18,geocodificada,nombre_cerca,0.48,9.0,Betres: hotel por horas en Barcelona,,EUR,,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004177,Vilamarí,2 estrelles,90,158,registro,coordenada,0.67,1.0,Estival Vilamarí,128.23,EUR,4.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004182,SERCOTEL CASPE,4 estrelles,141,282,registro,coordenada,1.0,11.0,Sercotel Caspe,147.76,EUR,4.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004183,Evenia Rosselló,4 estrelles,94,164,registro,coordenada,1.0,56.0,Evenia Rosselló,176.4,EUR,4.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004189,ACEVI VILLARROEL,4 estrelles,84,168,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004190,H10 Marina Barcelona,4 estrelles,235,440,registro,coordenada,1.0,27.0,H10 Marina Barcelona,158.83,EUR,4.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-004191,HOSTAL BALER SCP,No aplica,15,19,geocodificada,coordenada,0.86,13.0,Hostal Baler,,EUR,2.0,3.8,google_hotels_2026-09-29_eur.csv,False,False
HB-004192,Hostal Centro 2,No aplica,6,11,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004193,Barcelona City Centre,No aplica,10,20,geocodificada,coordenada,0.76,8.0,Hostal Barcelona City Centre,148.72,EUR,2.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004194,Sansi Diputació,4 estrelles,55,97,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004195,Rafael Diagonal Port,4 estrelles,115,230,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004196,Barna Hostal,No aplica,8,16,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004197,Evenia Rocafort,3 estrelles,51,79,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004198,Absolut,No aplica,4,8,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004200,Sixtytwo Barcelona,4 estrelles,45,84,registro,coordenada,1.0,5.0,Sixtytwo Hotel,337.9,EUR,4.0,4.7,google_hotels_2026-09-29_eur.csv,False,False
HB-004201,Sagrada Família,3 estrelles,86,141,registro,coordenada,1.0,5.0,Hotel Sagrada Familia,140.88,EUR,3.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-004202,Hilton Diagonal Mar,4 estrelles,431,862,registro,nombre_exacto,1.0,,Hilton Diagonal Mar Barcelona,928.46,EUR,4.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-004204,Barceló Hotel Atenea Mar,4 estrelles,191,346,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004206,Hostal Eden III,No aplica,6,8,geocodificada,coordenada,0.85,6.0,Hostal Eden,,EUR,2.0,3.3,google_hotels_2026-09-29_eur.csv,True,True
HB-004207,"The Hoxton, Poblenou",4 estrelles,240,480,registro,coordenada,1.0,19.0,"The Hoxton, Poblenou",348.81,EUR,4.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004209,Casa Camper,4 estrelles,25,50,registro,coordenada,1.0,7.0,Casa Camper Barcelona,257.84,EUR,4.0,4.8,google_hotels_2026-09-29_eur.csv,False,False
HB-004210,HOTEL CATALONIA LA MAQUINISTA,4 estrelles,92,180,registro,coordenada,1.0,18.0,Hotel Catalonia La Maquinista,107.52,EUR,4.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004211,H10 Universitat,4 estrelles,94,156,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004212,HOTEL LEONARDO GRAN VIA,3 estrelles,100,200,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004213,HOTEL PULITZER,4 estrelles superior,91,178,registro,coordenada,1.0,5.0,Hotel Pulitzer Barcelona,227.53,EUR,4.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004214,Zenit Borrell,4 estrelles,74,101,registro,nombre_exacto,1.0,,Zenit Borrell,228.0,,,8.8,booking_unificados_2026-09-29.csv,False,False
HB-004219,Casa Fuster,Gran luxe,105,210,registro,coordenada,1.0,5.0,Hotel Casa Fuster,248.56,EUR,5.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004220,Silken Concordia,4 estrelles,88,176,registro,coordenada,0.72,16.0,Hotel Concordia Barcelona,172.27,EUR,4.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-004222,"Inn Ninot Barcelona, S.L.",No aplica,8,12,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004223,Leonardo Royal Hotel Barcelona Forum,4 estrelles,368,736,registro,coordenada,1.0,35.0,Leonardo Royal Hotel Barcelona Forum,235.39,EUR,4.0,4.0,google_hotels_2026-09-29_eur.csv,False,False
HB-004225,Barcelona Center Inn,No aplica,6,10,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004227,Jazz,3 estrelles,108,216,registro,coordenada,1.0,9.0,Hotel Jazz,212.73,EUR,3.0,4.7,google_hotels_2026-09-29_eur.csv,False,False
HB-004230,Aranea,3 estrelles,84,140,registro,coordenada,0.71,16.0,Hotel Best Aranea,141.7,EUR,3.0,4.0,google_hotels_2026-09-29_eur.csv,False,False
HB-004231,Cram,4 estrelles,67,134,registro,coordenada,1.0,3.0,Hotel Cram,177.18,EUR,4.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004232,Raval Rooms,No aplica,31,48,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004233,Pere IV,4 estrelles,191,353,registro,nombre_unico,0.47,,Loft Pere IV Apartments,,EUR,,2.0,google_hotels_2026-09-29_eur.csv,False,False
HB-004236,Citypark Pelai,2 estrelles,47,69,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004239,Granados 83,4 estrelles superior,77,135,registro,coordenada,1.0,5.0,Granados 83,369.0,EUR,4.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004241,Fashion House,No aplica,8,16,geocodificada,coordenada,0.87,7.0,B&B Barcelona | Fashion House,118.18,EUR,2.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004243,Amister,4 estrelles,59,118,registro,nombre_cerca,0.52,3.0,Sercotel Ámister Art Hotel,127.68,EUR,4.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-004245,Hostal LK Barcelona,No aplica,13,24,geocodificada,coordenada,1.0,0.0,Hostal LK,131.7,EUR,2.0,3.1,google_hotels_2026-09-29_eur.csv,False,False
HB-004247,SB Icària Barcelona Hotel,4 estrelles,180,298,registro,coordenada,1.0,15.0,Hotel SB Icaria,184.27,EUR,4.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-004248,La Ciudadela,1 estrella,18,28,registro,coordenada,0.6,11.0,Hotel Restaurante La Ciudadela,158.81,EUR,1.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004249,Catalonia Eixample 1864,4 estrelles,124,242,registro,coordenada,1.0,17.0,Hotel Catalonia Eixample 1864,337.72,EUR,4.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004250,MEDICAL HOME BARCELONA MADRID SL,No aplica,10,16,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004255,Luxtal,No aplica,5,10,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004259,Ilunion Bel Art,4 estrelles,94,165,registro,coordenada,1.0,20.0,Hotel ILUNION Bel Art,191.97,EUR,4.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-004263,GRAN HOTEL LA FLORIDA,Gran luxe,70,140,registro,coordenada,1.0,47.0,Gran Hotel La Florida,332.56,EUR,5.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004264,Hostal Ciudad Condal 2,No aplica,6,11,geocodificada,coordenada,0.67,15.0,Ciudad Condal Hostal,151.88,EUR,3.0,3.8,google_hotels_2026-09-29_eur.csv,True,True
HB-004268,BCN-Montjuic Servicios Inmobiliarios,3 estrelles,57,114,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004270,Atrium Palace,4 estrelles,67,134,registro,coordenada,0.84,6.0,Acta Atrium Palace,194.17,EUR,4.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-004271,HOTEL BARCELONA CATEDRAL,4 estrelles superior,80,160,registro,coordenada,0.62,39.0,Hotel Catalonia Catedral,225.38,EUR,4.0,4.8,google_hotels_2026-09-29_eur.csv,True,True
HB-004273,SiR Victor Hotel,5 estrelles,91,182,registro,nombre_cerca,0.43,2.0,"Sir Victor Hotel, part of Sircle Collection",717.66,EUR,5.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004278,SUNOTEL JUNIOR,2 estrelles,34,44,registro,coordenada,0.67,46.0,Hotel Sunotel Aston,144.41,EUR,3.0,3.8,google_hotels_2026-09-29_eur.csv,True,True
HB-004280,GRAND HOTEL CENTRAL,5 estrelles,147,272,registro,coordenada,0.79,8.0,"Grand Hotel Central, an SLH Hotel",395.55,EUR,5.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004283,Ilunion Auditori,3 estrelles,108,216,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004285,GRACIA GARDEN,No aplica,12,24,geocodificada,coordenada,1.0,2.0,Gracia Garden,204.18,EUR,4.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004286,HOTEL VINCCI MARÍTIMO,4 estrelles,144,288,registro,coordenada,1.0,50.0,Vincci Marítimo Hotel,341.81,EUR,4.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004287,NH COLLECTION CONSTANZA,4 estrelles,308,618,registro,coordenada,1.0,9.0,Hotel NH Collection Barcelona Constanza,210.11,EUR,4.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004288,Barcelona City North,No aplica,9,18,geocodificada,coordenada,0.74,2.0,Hostal Barcelona City North,126.73,EUR,2.0,3.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004290,Actual,3 estrelles,35,70,registro,coordenada,0.57,9.0,Hotel Actual Boutique,,EUR,3.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004292,Hostal Agua Alegre,No aplica,7,13,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004296,Barcelona Center,4 estrelles,132,262,registro,coordenada,1.0,3.0,Hotel Barcelona Center,183.5,EUR,4.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004298,SUNOTEL ASTON,3 estrelles,80,137,registro,coordenada,1.0,4.0,Hotel Sunotel Aston,144.41,EUR,3.0,3.8,google_hotels_2026-09-29_eur.csv,True,True
HB-004300,Eurostars Anglí,4 estrelles,48,96,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004302,Barcelona Princess,4 estrelles,364,728,registro,coordenada,1.0,11.0,Hotel Barcelona Princess,678.23,EUR,4.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004303,Serhs del Port,3 estrelles,48,77,registro,coordenada,1.0,2.0,Hotel SERHS del Port,161.83,EUR,3.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-004304,AC Irla,3 estrelles,36,63,registro,coordenada,0.61,6.0,AC Hotel by Marriott Irla,,EUR,3.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-004307,Hostal HMB,No aplica,28,40,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004308,Petit Palace Museum,4 estrelles,61,122,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004309,Petit Palace BCN,4 estrelles,37,67,registro,coordenada,0.67,52.0,Hotel El Palace Barcelona,557.16,EUR,5.0,4.6,google_hotels_2026-09-29_eur.csv,True,True
HB-004310,Petit Palace Opera Garden,4 estrelles,103,189,registro,coordenada,0.91,1.0,Petit Palace Boquería Garden,187.93,EUR,4.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004312,BCN Port,No aplica,32,56,geocodificada,nombre_cerca,0.4,4.0,Hostal Yomo BCN Port,116.96,EUR,2.0,3.8,google_hotels_2026-09-29_eur.csv,False,False
HB-004313,Ilunion Barcelona,4 estrelles,224,448,registro,coordenada,1.0,53.0,Hotel ILUNION Barcelona,180.98,EUR,4.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004314,HOTEL INDIGO BARCELONA PLAZA ESPAÑA,4 estrelles,189,360,registro,coordenada,0.9,15.0,Hotel Indigo Barcelona Plaza Espana by IHG,193.52,EUR,4.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-004316,Suitesbarcelona,No aplica,7,14,geocodificada,coordenada,0.58,2.0,La Maison de Barcelone,203.52,EUR,,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004318,Sofitel Skipper Barcelona,5 estrelles,241,482,registro,coordenada,1.0,8.0,Sofitel Barcelona Skipper,316.38,EUR,5.0,4.7,google_hotels_2026-09-29_eur.csv,False,False
HB-004319,B-hotel,3 estrelles,84,168,registro,coordenada,1.0,7.0,B Hotel,171.72,EUR,3.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004321,Abac restaurant  hotel,Gran luxe,15,30,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004325,Holiday Inn Express Barcelona City 22@,3 estrelles,186,372,registro,coordenada,1.0,3.0,Holiday Inn Express Barcelona - City 22@,302.89,EUR,3.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-004326,Mariano Cubí,4 estrelles,67,134,registro,coordenada,1.0,3.0,Aparthotel Mariano Cubí,178.95,EUR,4.0,4.0,google_hotels_2026-09-29_eur.csv,False,False
HB-004327,Axel,4 estrelles,105,195,registro,coordenada,1.0,16.0,Axel Hotel Barcelona,204.92,EUR,4.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-004328,H10 Montcada,3 estrelles,79,95,registro,coordenada,0.73,7.0,H10 Montcada Boutique Hotel,290.7,EUR,3.0,4.6,google_hotels_2026-09-29_eur.csv,False,False
HB-004329,Villa Emilia,4 estrelles,53,106,registro,nombre_exacto,1.0,,Hotel Villa Emilia,257.0,,,9.0,booking_unificados_2026-09-29.csv,False,False
HB-004333,ONIX LICEO,3 estrelles,45,83,registro,coordenada,1.0,9.0,Onix Liceo,139.46,EUR,3.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004335,AC Sants,4 estrelles,78,140,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004337,Barceló Raval,4 estrelles superior,186,372,registro,coordenada,1.0,19.0,Barceló Raval,186.8,EUR,4.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004338,Rondas Lesseps,4 estrelles,59,112,registro,coordenada,0.96,9.0,Hotel Ronda Lesseps,140.31,EUR,4.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-004339,Eurostars Ramblas Boqueria,3 estrelles,30,54,registro,coordenada,0.79,9.0,Dorma Ramblas Boquería,156.14,EUR,3.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004340,Attica21 Barcelona Mar,4 estrelles,75,150,registro,coordenada,1.0,39.0,Hotel Attica21 Barcelona Mar,4090.48,EUR,4.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-004344,Hostal Central,No aplica,8,12,geocodificada,nombre_exacto,1.0,,Hostal Central Barcelona,225.5,,,8.5,booking_unificados_2026-09-29.csv,True,True
HB-004345,Pestana Arena Barcelona,4 estrelles,84,168,registro,coordenada,1.0,6.0,Pestana Arena Barcelona,131.41,EUR,4.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004346,Catalonia Rigoletto,4 estrelles,65,127,registro,coordenada,1.0,24.0,Hotel Catalonia Rigoletto,239.22,EUR,4.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-004348,Sunotel Central,4 estrelles,80,119,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004349,1898,4 estrelles superior,169,329,registro,coordenada,1.0,17.0,Hotel 1898,275.95,EUR,4.0,4.6,google_hotels_2026-09-29_eur.csv,False,False
HB-004350,HOTEL NOBU BARCELONA,Gran luxe,259,518,registro,coordenada,1.0,30.0,Nobu Hotel Barcelona,318.37,EUR,5.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004353,GRAN HOTEL MEDINACELI,4 estrelles superior,74,147,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004354,TOC HOTEL LAS RAMBLAS,1 estrella,24,32,registro,nombre_exacto,1.0,,TOC Hotel Las Ramblas,263.5,,,8.5,booking_unificados_2026-09-29.csv,False,False
HB-004355,Hostal Caballero San Juan - Ramblas Rooms,No aplica,6,11,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004358,Melia Barcelona Sky,4 estrelles superior,162,318,registro,coordenada,1.0,11.0,Meliá Barcelona Sky,,EUR,4.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-004360,Market,3 estrelles,20,36,registro,coordenada,1.0,14.0,Hotel Market Barcelona.,145.09,EUR,3.0,3.8,google_hotels_2026-09-29_eur.csv,False,False
HB-004361,Martina,No aplica,4,7,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004363,H10 Casanova,4 estrelles,124,241,registro,coordenada,1.0,19.0,H10 Casanova,202.45,EUR,4.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004365,LIMONAIA 1,No aplica,5,10,geocodificada,coordenada,0.89,4.0,Hotel Limonaia,205.46,EUR,3.0,4.3,google_hotels_2026-09-29_eur.csv,True,True
HB-004366,Limonaia 2,No aplica,6,12,geocodificada,coordenada,0.89,4.0,Hotel Limonaia,205.46,EUR,3.0,4.3,google_hotels_2026-09-29_eur.csv,True,True
HB-004367,LIMONAIA 3,No aplica,6,12,geocodificada,coordenada,0.89,4.0,Hotel Limonaia,205.46,EUR,3.0,4.3,google_hotels_2026-09-29_eur.csv,True,True
HB-004368,Hostal Plaza Goya Bcn 1,No aplica,6,12,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004369,HOTEL CATALONIA LA BOQUERIA,3 estrelles,70,130,registro,coordenada,1.0,3.0,Hotel Catalonia La Boqueria,172.16,EUR,4.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-004370,Miramar,Gran luxe,75,150,registro,nombre_cerca,0.25,65.0,Hotel Miramar Barcelona | Preferred Hotels & Resorts | Newly Renovated,280.22,EUR,5.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004371,HOTEL 54 BARCELONETA,3 estrelles,20,36,registro,coordenada,1.0,7.0,Hotel 54 Barceloneta,205.63,EUR,3.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-004372,Ibis Barcelona Plaça Glories 22@,2 estrelles,147,294,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004373,NAITLY BARCELONA POBLENOU,4 estrelles,97,194,registro,coordenada,1.0,17.0,Naitly Barcelona Poblenou,192.93,EUR,4.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004374,Hotel Casa Sagnier,5 estrelles,51,93,registro,coordenada,1.0,2.0,Hotel Casa Sagnier,281.61,EUR,5.0,4.6,google_hotels_2026-09-29_eur.csv,False,False
HB-004375,Atlas,3 estrelles,20,36,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004376,Room Mate Carla,4 estrelles,88,155,registro,coordenada,1.0,8.0,"Room Mate Carla, Barcelona",175.62,EUR,4.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004377,Barcelona Hotel Colonial,4 estrelles,82,161,registro,coordenada,1.0,12.0,Hotel Colonial Barcelona,185.91,EUR,4.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004378,Hotel Barcelona Condal Mar,4 estrelles,178,356,registro,nombre_cerca,0.54,10.0,Hotel Barcelona Condal Mar Affiliated by Meliá,248.49,EUR,4.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-004379,Catalonia Ramblas,4 estrelles superior,221,433,registro,coordenada,1.0,4.0,Hotel Catalonia Ramblas,196.58,EUR,4.0,4.6,google_hotels_2026-09-29_eur.csv,False,False
HB-004380,Abba Rambla Hotel,3 estrelles,49,98,registro,nombre_exacto,1.0,,Abba Rambla Hotel,132.68,EUR,3.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-004383,Hotel  Spa Villa Olimpic@ Suites,4 estrelles,150,288,registro,nombre,0.98,,Hotel & Spa Villa Olimpica Suites,221.0,,,8.5,booking_unificados_2026-09-29.csv,False,False
HB-004386,The Praktik,No aplica,42,69,geocodificada,coordenada,0.67,12.0,Hotel Praktik Garden,177.27,EUR,2.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-004387,SB Diagonal Zero,4 estrelles superior,262,524,registro,nombre_exacto,1.0,,Hotel SB Diagonal Zero,312.59,EUR,4.0,4.0,google_hotels_2026-09-29_eur.csv,False,False
HB-004388,Blanc Guesthouse,No aplica,11,20,geocodificada,coordenada,1.0,4.0,Blanc Guesthouse,180.75,EUR,2.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004389,Olivia Plaza,4 estrelles,113,218,registro,coordenada,1.0,15.0,Olivia Plaza Hotel,207.27,EUR,4.0,4.6,google_hotels_2026-09-29_eur.csv,False,False
HB-004393,Denit,3 estrelles,36,63,registro,coordenada,1.0,7.0,Hotel Denit Barcelona,153.67,EUR,3.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004398,Ciutat Vella,3 estrelles,40,75,registro,coordenada,1.0,3.0,Hotel Ciutat Vella,161.13,EUR,3.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-004402,Somnio Hostel,No aplica,9,14,geocodificada,nombre,0.96,,Somnio Hostels,109.0,,,7.8,booking_unificados_2026-09-29.csv,False,False
HB-004403,Mandarin Oriental Barcelona,Gran luxe,120,240,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004409,Oliveta,No aplica,6,10,geocodificada,coordenada,1.0,21.0,Oliveta,,EUR,,4.3,google_hotels_2026-09-29_eur.csv,True,True
HB-004410,Catalonia Born,4 estrelles,90,157,registro,coordenada,1.0,1.0,Hotel Catalonia Born,156.47,EUR,4.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004411,W Barcelona,Gran luxe,477,954,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004412,Soho,3 estrelles,51,102,registro,coordenada,1.0,7.0,Hotel Soho,209.91,EUR,3.0,4.6,google_hotels_2026-09-29_eur.csv,False,False
HB-004413,Antonio Moreno,No aplica,4,5,geocodificada,coordenada,0.8,4.0,Antonio Moreno Hostal,,EUR,,3.7,google_hotels_2026-09-29_eur.csv,False,False
HB-004414,Novotel Barcelona City,4 estrelles,264,528,registro,coordenada,1.0,31.0,Novotel Barcelona City,469.36,EUR,4.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004416,Luxor BCN,No aplica,5,9,geocodificada,coordenada,1.0,4.0,Luxor Barcelona,,EUR,1.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-004421,Grupotel Gran Via 678,4 estrelles,98,175,registro,coordenada,1.0,3.0,Grupotel Gran Via 678,194.76,EUR,4.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-004428,ALLEGRO BARCELONA,3 estrelles,56,112,registro,coordenada,1.0,4.0,Allegro Barcelona,,EUR,3.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004429,Sant Antoni,3 estrelles,45,79,registro,coordenada,0.88,16.0,SM Hotel Sant Antoni,139.91,EUR,3.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004430,Catalonia Avinyó,3 estrelles,83,145,registro,coordenada,1.0,7.0,Hotel Catalonia Avinyó,148.93,EUR,3.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
